#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 28 21 10  MM   MM   MM   2.0     7   6.3  98     MM    MM    MM    MM   MM   MM    MM
2023 09 14 04 20  60  7.0  8.0   1.8     8   6.3  82 1016.4  26.0  26.6  21.4   MM   MM    MM
2023 09 14 04 10  60  7.0  8.0   1.8    MM   6.3  82 1016.3  26.0  26.6  21.7   MM   MM    MM
2023 09 14 04 00  60  7.0  9.0    MM    MM    MM  MM 1016.3  26.0  26.7  21.7   MM +0.3    MM
2023 09 14 03 50  60  7.0  9.0   1.9     7   6.2  76 1016.3  26.0  26.7  21.6   MM   MM    MM
2023 09 14 03 40  60  7.0  8.0    MM    MM    MM  MM 1016.2  26.1  26.7  21.7   MM   MM    MM
2023 09 14 03 30  60  7.0  8.0    MM    MM    MM  MM 1016.2  26.1  26.7  21.1   MM   MM    MM
2023 09 14 03 20  60  7.0  9.0   1.8     8   6.2  58 1016.1  26.0  26.7  21.2   MM   MM    MM
2023 09 14 03 10  60  7.0  8.0   1.8    MM   6.2  58 1016.0  26.0  26.7  21.4   MM   MM    MM
2023 09 14 03 00  60  6.0  9.0    MM    MM    MM  MM 1015.9  26.1  26.7  21.9   MM -0.3    MM
2023 09 14 02 50  60  6.0  8.0   1.7     8   6.4  55 1015.9  26.0  26.7  22.0   MM   MM    MM
2023 09 14 02 40  MM   MM   MM    MM    MM    MM  MM 1015.9    MM  26.7    MM   MM   MM    MM
2023 09 14 02 30  60  6.0  8.0    MM    MM    MM  MM 1015.8  26.0  26.7  21.9   MM   MM    MM
2023 09 14 02 20  70  6.0  8.0   1.9     8   6.6  70 1015.7  26.0  26.7  21.7   MM   MM    MM
2023 09 14 02 10  70  6.0  8.0   1.9    MM   6.6  70 1015.7  26.0  26.7  21.7   MM   MM    MM
2023 09 14 02 00  70  6.0  8.0    MM    MM    MM  MM 1015.7  26.0  26.7  21.5   MM -1.0    MM
2023 09 14 01 50  60  6.0  8.0   1.7     8   6.2  80 1015.8  25.9  26.7  21.5   MM   MM    MM
2023 09 14 01 40  60  6.0  8.0    MM    MM    MM  MM 1015.7  25.9  26.7  21.5   MM   MM    MM
2023 09 14 01 30  60  6.0  8.0    MM    MM    MM  MM 1015.7  25.9  26.7  21.4   MM   MM    MM
2023 09 14 01 20  70  6.0  8.0   1.8     8   6.3  75 1015.8  25.9  26.7  21.4   MM   MM    MM
2023 09 14 01 10  70  6.0  8.0   1.8    MM   6.3  75 1015.8  26.0  26.7  21.2   MM   MM    MM
2023 09 14 01 00  60  6.0  8.0    MM    MM    MM  MM 1016.0  25.9  26.7  21.2   MM -1.4    MM
2023 09 14 00 50  70  6.0  8.0   1.8     9   6.3  73 1015.9  25.9  26.7  21.5   MM   MM    MM
2023 09 14 00 40  70  6.0  8.0    MM    MM    MM  MM 1015.9  25.9  26.7  21.4   MM   MM    MM
2023 09 14 00 30  70  7.0  8.0    MM    MM    MM  MM 1016.0  25.9  26.7  21.6   MM   MM    MM
2023 09 14 00 20  60  6.0  8.0   1.8     8   6.2  87 1016.1  25.9  26.7  21.9   MM   MM    MM
2023 09 14 00 10  70  7.0  8.0   1.8    MM   6.2  87 1016.1  25.8  26.7  21.6   MM   MM    MM
2023 09 14 00 00  70  6.0  8.0    MM    MM    MM  MM 1016.2  25.9  26.7  21.8   MM -1.7    MM
2023 09 13 23 50  70  6.0  8.0   1.8     8   6.2  78 1016.3  25.8  26.7  22.0   MM   MM    MM
2023 09 13 23 40  70  6.0  7.0    MM    MM    MM  MM 1016.3  25.8  26.7  22.0   MM   MM    MM
2023 09 13 23 30  70  6.0  8.0    MM    MM    MM  MM 1016.4  25.8  26.6  21.9   MM   MM    MM
2023 09 13 23 20  70  7.0  9.0   1.9     8   6.3  67 1016.6  25.8  26.6  21.7   MM   MM    MM
2023 09 13 23 10  70  7.0  9.0   1.9    MM   6.3  67 1016.6  25.8  26.6  21.7   MM   MM    MM
2023 09 13 23 00  70  6.0  8.0    MM    MM    MM  MM 1016.7  25.8  26.6  21.7   MM -1.5    MM
2023 09 13 22 50  60  7.0  8.0   1.8     9   6.1  89 1016.8  25.8  26.6  21.8   MM   MM    MM
2023 09 13 22 40  70  6.0  8.0    MM    MM    MM  MM 1016.9  25.9  26.6  21.7   MM   MM    MM
2023 09 13 22 30  70  7.0  9.0    MM    MM    MM  MM 1017.1  25.9  26.6  21.6   MM   MM    MM
2023 09 13 22 20  70  7.0  8.0   1.9     8   6.1  74 1017.1  25.9  26.6  21.6   MM   MM    MM
2023 09 13 22 10  70  7.0  8.0   1.9    MM   6.1  74 1017.3  25.9  26.6  21.6   MM   MM    MM
2023 09 13 22 00  70  7.0  9.0    MM    MM    MM  MM 1017.4  26.0  26.6  21.5   MM -0.7    MM
2023 09 13 21 50  70  7.0  9.0   1.9    10   6.2  67 1017.4  25.8  26.6  21.0   MM   MM    MM
2023 09 13 21 40  70  7.0  9.0   1.9    MM   6.2  67 1017.5  25.9  26.6  21.0   MM   MM    MM
2023 09 13 21 30  MM   MM   MM    MM    MM    MM  MM 1017.6    MM    MM    MM   MM   MM    MM
2023 09 13 21 20  80  7.0  8.0   1.9     8   6.1  77 1017.7  25.9  26.6  20.8   MM   MM    MM
2023 09 13 21 10  80  7.0  8.0    MM    MM    MM  MM 1017.8  25.8  26.6  21.5   MM   MM    MM
2023 09 13 21 00  80  7.0  8.0    MM    MM    MM  MM 1017.9  25.9  26.6  21.4   MM +0.0    MM
2023 09 13 20 50  80  7.0  8.0   1.7     9   5.9  92 1018.0  25.9  26.6  21.4   MM   MM    MM
2023 09 13 20 40  80  7.0  9.0   1.7    MM   5.9  92 1018.0  25.9  26.6  21.2   MM   MM    MM
2023 09 13 20 30  80  7.0  9.0    MM    MM    MM  MM 1018.0  25.9  26.6  21.1   MM   MM    MM
2023 09 13 20 20  80  7.0  9.0   1.9    10   6.2  81 1018.1  25.9  26.6  21.3   MM   MM    MM
2023 09 13 20 10  80  7.0  9.0   1.9    MM   6.2  81 1018.1  25.9  26.5  21.5   MM   MM    MM
2023 09 13 20 00  80  7.0  9.0    MM    MM    MM  MM 1018.2  25.8  26.5  21.6   MM +0.6    MM
2023 09 13 19 50  80  7.0  9.0   1.9    10   6.2  80 1018.2  25.9  26.5  21.4   MM   MM    MM
2023 09 13 19 40  80  7.0  9.0    MM    MM    MM  MM 1018.2  25.8  26.5  21.3   MM   MM    MM
2023 09 13 19 30  80  7.0 10.0    MM    MM    MM  MM 1018.2  25.8  26.5  21.3   MM   MM    MM
2023 09 13 19 20  80  7.0  9.0   1.9     9   6.0  87 1018.3  25.8  26.5  21.4   MM   MM    MM
2023 09 13 19 10  70  7.0  9.0   1.9    MM   6.0  87 1018.2  25.9  26.5  21.3   MM   MM    MM
2023 09 13 19 00  80  7.0  9.0    MM    MM    MM  MM 1018.1  25.8  26.5  21.7   MM +1.1    MM
2023 09 13 18 50  80  7.0  9.0   1.9    10   6.2  73 1018.0  25.9  26.5  21.4   MM   MM    MM
2023 09 13 18 40  80  7.0  9.0    MM    MM    MM  MM 1018.0  25.8  26.5  21.2   MM   MM    MM
2023 09 13 18 30  70  7.0  9.0    MM    MM    MM  MM 1018.0  25.9  26.5  21.4   MM   MM    MM
2023 09 13 18 20  70  7.0 10.0   1.9    11   6.3  84 1018.1  25.9  26.5  21.4   MM   MM    MM
2023 09 13 18 10  80  7.0 10.0   1.9    MM   6.3  84 1018.0  25.8  26.5  21.4   MM   MM    MM
2023 09 13 18 00  70  7.0  9.0    MM    MM    MM  MM 1018.0  25.8  26.5  21.4   MM +1.2    MM
2023 09 13 17 50  80  8.0 10.0   1.9     9   6.0  82 1018.0  25.8  26.5  21.4   MM   MM    MM
2023 09 13 17 40  80  8.0  9.0    MM    MM    MM  MM 1018.0  25.8  26.5  21.4   MM   MM    MM
2023 09 13 17 30  80  7.0  9.0    MM    MM    MM  MM 1017.8  25.8  26.5  21.5   MM   MM    MM
2023 09 13 17 20  80  7.0 10.0   1.9    11   6.1  73 1017.7  25.8  26.5  21.3   MM   MM    MM
2023 09 13 17 10  80  7.0 10.0   1.9    MM   6.1  73 1017.7  25.8  26.5  21.5   MM   MM    MM
2023 09 13 17 00  80  8.0 10.0    MM    MM    MM  MM 1017.6  25.7  26.5  21.4   MM +1.1    MM
2023 09 13 16 50  70  7.0  9.0   1.9    11   6.2  88 1017.5  25.7  26.5  21.6   MM   MM    MM
2023 09 13 16 40  70  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.5  21.4   MM   MM    MM
2023 09 13 16 30  80  8.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.5  21.4   MM   MM    MM
2023 09 13 16 20  70  8.0  9.0   2.0    11   6.2  81 1017.3  25.7  26.5  21.3   MM   MM    MM
2023 09 13 16 10  70  8.0 10.0   2.0    MM   6.2  81 1017.2  25.6  26.5  21.6   MM   MM    MM
2023 09 13 16 00  80  8.0 10.0    MM    MM    MM  MM 1017.0  25.7  26.5  22.0   MM +0.3    MM
2023 09 13 15 50  80  7.0  9.0   1.9     8   6.1  78 1017.1  25.7  26.5  21.8   MM   MM    MM
2023 09 13 15 40  80  7.0  9.0    MM    MM    MM  MM 1017.0  25.7  26.5  22.0   MM   MM    MM
2023 09 13 15 30  80  7.0  9.0    MM    MM    MM  MM 1016.9  25.6  26.5  22.0   MM   MM    MM
2023 09 13 15 20  80  7.0  9.0   2.0    11   6.2  79 1016.9  25.7  26.5  22.1   MM   MM    MM
2023 09 13 15 10  70  8.0 10.0   2.0    MM   6.2  79 1016.9  25.6  26.5  21.8   MM   MM    MM
2023 09 13 15 00  80  8.0 10.0    MM    MM    MM  MM 1016.8  25.6  26.5  22.0   MM -0.3    MM
2023 09 13 14 50  80  7.0 10.0   2.0     8   6.3  70 1016.7  25.6    MM  22.1   MM   MM    MM
2023 09 13 14 40  80  7.0 10.0   2.0    MM   6.3  70 1016.7  25.6  26.5  22.1   MM   MM    MM
2023 09 13 14 30  80  8.0 10.0    MM    MM    MM  MM 1016.6  25.5  26.5  22.1   MM   MM    MM
2023 09 13 14 20  80  8.0 10.0   2.0     8   6.1  77 1016.5  25.4  26.5  22.0   MM   MM    MM
2023 09 13 14 10  80  8.0 10.0   2.0    MM   6.1  77 1016.4  25.5  26.5  22.1   MM   MM    MM
2023 09 13 14 00  70  8.0 10.0    MM    MM    MM  MM 1016.5  25.7  26.5  22.3   MM -1.2    MM
2023 09 13 13 50  70  8.0 10.0   2.0    11   6.1  81 1016.5  25.6  26.5  22.2   MM   MM    MM
2023 09 13 13 40  70  7.0 10.0   2.0    MM   6.1  81 1016.5  25.7  26.5  22.1   MM   MM    MM
2023 09 13 13 30  70  7.0  9.0    MM    MM    MM  MM 1016.6  25.7  26.5  22.1   MM   MM    MM
2023 09 13 13 20  70  8.0  9.0   1.9     8   5.8  80 1016.6  25.8  26.5  22.0   MM   MM    MM
2023 09 13 13 10  80  8.0 10.0   1.9    MM   5.8  80 1016.6  25.8  26.5  21.8   MM   MM    MM
2023 09 13 13 00  70  8.0  9.0    MM    MM    MM  MM 1016.7  25.8  26.5  21.9   MM -1.5    MM
2023 09 13 12 50  70  7.0  9.0   1.9     8   6.1  53 1016.8  25.8  26.5  22.2   MM   MM    MM
2023 09 13 12 40  80  8.0 10.0    MM    MM    MM  MM 1016.8  25.8  26.5  22.0   MM   MM    MM
2023 09 13 12 30  80  7.0 10.0    MM    MM    MM  MM 1016.9  25.7  26.5  22.1   MM   MM    MM
2023 09 13 12 20  80  8.0  9.0   1.9     8   5.9  83 1017.0  25.8  26.5  22.0   MM   MM    MM
2023 09 13 12 10  80  8.0 10.0   1.9    MM   5.9  83 1017.0  25.8  26.5  22.1   MM   MM    MM
2023 09 13 12 00  80  7.0  9.0    MM    MM    MM  MM 1017.1  25.7  26.5  22.3   MM -1.6    MM
2023 09 13 11 50  90  6.0  9.0   2.0     7   6.0  66 1017.2  25.1  26.5  22.2   MM   MM    MM
2023 09 13 11 40  90  7.0 10.0    MM    MM    MM  MM 1017.4  24.5  26.5  21.9   MM   MM    MM
2023 09 13 11 30  80  8.0 12.0    MM    MM    MM  MM 1017.4  25.6  26.5  22.5   MM   MM    MM
2023 09 13 11 20  70  7.0  9.0   2.0     7   5.9  59 1017.5  25.8  26.5  22.4   MM   MM    MM
2023 09 13 11 10  80  7.0  9.0   2.0    MM   5.9  59 1017.6  25.8  26.5  22.6   MM   MM    MM
2023 09 13 11 00  80  7.0 10.0    MM    MM    MM  MM 1017.7  25.8  26.5  22.8   MM -1.4    MM
2023 09 13 10 50  80  8.0  9.0   2.1     8   6.1  61 1017.8  25.8  26.5  22.5   MM   MM    MM
2023 09 13 10 40  80  6.0  9.0   2.1    MM   6.1  61 1017.9  25.5  26.5  22.4   MM   MM    MM
2023 09 13 10 30  80  8.0 10.0    MM    MM    MM  MM 1017.9  25.8  26.5  22.5   MM   MM    MM
2023 09 13 10 20  80  8.0 10.0   1.9    11   5.8  95 1018.0  25.9  26.5  22.5   MM   MM    MM
2023 09 13 10 10  80  8.0 10.0   1.9    MM   5.8  95 1018.2  25.9  26.5  22.3   MM   MM    MM
2023 09 13 10 00  80  8.0 10.0    MM    MM    MM  MM 1018.2  25.9  26.5  22.1   MM -0.7    MM
2023 09 13 09 50  80  8.0 10.0   1.9     7   5.8  71 1018.3  25.8  26.5  21.5   MM   MM    MM
2023 09 13 09 40  70  9.0 11.0    MM    MM    MM  MM 1018.3  25.2  26.5  21.8   MM   MM    MM
2023 09 13 09 30  70  8.0 11.0    MM    MM    MM  MM 1018.5  25.6  26.5  22.6   MM   MM    MM
2023 09 13 09 20  80  8.0 10.0   1.9     8   5.8  43 1018.7  26.0  26.5  22.6   MM   MM    MM
2023 09 13 09 10  80  8.0 10.0   1.9    MM   5.8  43 1018.7  26.0  26.5  22.1   MM   MM    MM
2023 09 13 09 00  90  8.0 10.0    MM    MM    MM  MM 1018.7  25.1  26.5  21.1   MM +0.0    MM
2023 09 13 08 50  80 11.0 15.0   1.9     8   5.8  59 1018.9  24.5  26.5  21.4   MM   MM    MM
2023 09 13 08 40  80  8.0 13.0   1.9    MM   5.8  59 1019.0  25.9  26.5  22.6   MM   MM    MM
2023 09 13 08 30  80  8.0 11.0    MM    MM    MM  MM 1019.0  26.0  26.5  22.5   MM   MM    MM
2023 09 13 08 20  70  8.0 10.0   2.0    MM   6.1  78 1019.0  26.1  26.5  22.6   MM   MM    MM
2023 09 13 08 10  MM   MM   MM   2.0    11   6.1  78     MM    MM    MM    MM   MM   MM    MM
2023 09 13 08 00  70  8.0 10.0    MM    MM    MM  MM 1019.1  26.1  26.5  22.5   MM +0.9    MM
2023 09 13 07 50  70  9.0 11.0   1.9    11   5.8  80 1019.1  26.0  26.5  22.4   MM   MM    MM
2023 09 13 07 40  70  8.0 10.0    MM    MM    MM  MM 1019.1  26.0  26.5  22.5   MM   MM    MM
2023 09 13 07 30  70  9.0 11.0    MM    MM    MM  MM 1019.1  26.0  26.5  22.4   MM   MM    MM
2023 09 13 07 20  70  9.0 11.0   2.0     7   6.1  59 1019.0  26.1  26.5  22.5   MM   MM    MM
2023 09 13 07 10  70  9.0 11.0   2.0    MM   6.1  59 1019.0  26.1  26.6  22.4   MM   MM    MM
2023 09 13 07 00  70  9.0 11.0    MM    MM    MM  MM 1018.9  26.1  26.6  22.2   MM +1.0    MM
2023 09 13 06 50  70  9.0 11.0   1.9     8   6.1  54 1018.8  26.1    MM  22.1   MM   MM    MM
2023 09 13 06 40  70  9.0 11.0   1.9    MM   6.1  54 1018.8  26.1  26.6  22.4   MM   MM    MM
2023 09 13 06 30  70  9.0 11.0    MM    MM    MM  MM 1018.7  26.1  26.6  22.5   MM   MM    MM
2023 09 13 06 20  70  9.0 11.0   1.9     7   6.0  67 1018.6  26.1  26.6  22.6   MM   MM    MM
2023 09 13 06 10  70  9.0 11.0   1.9    MM   6.0  67 1018.5  26.0  26.6  22.5   MM   MM    MM
2023 09 13 06 00  60  9.0 11.0    MM    MM    MM  MM 1018.5  26.0  26.6  22.7   MM +0.9    MM
2023 09 13 05 50  60  9.0 12.0   2.0     7   6.2  57 1018.4  26.0  26.6  22.8   MM   MM    MM
2023 09 13 05 40  60  9.0 11.0    MM    MM    MM  MM 1018.4  26.0  26.6  22.8   MM   MM    MM
2023 09 13 05 30  60  9.0 10.0    MM    MM    MM  MM 1018.2  26.1  26.6  22.6   MM   MM    MM
2023 09 13 05 20  60  8.0 11.0   1.9    12   6.3  79 1018.2  26.1  26.6  22.6   MM   MM    MM
2023 09 13 05 10  60  8.0 10.0    MM    MM    MM  MM 1018.1  26.1  26.6  22.7   MM   MM    MM
2023 09 13 05 00  60  8.0 10.0    MM    MM    MM  MM 1018.2  26.1  26.6  22.6   MM +1.0    MM
2023 09 13 04 50  60  8.0  9.0   1.9     7   6.1  68 1018.0  26.0  26.6  22.5   MM   MM    MM
2023 09 13 04 40  60  8.0  9.0    MM    MM    MM  MM 1018.0  26.0  26.6  22.3   MM   MM    MM
2023 09 13 04 30  70  7.0  9.0    MM    MM    MM  MM 1017.9  26.0  26.6  22.4   MM   MM    MM
2023 09 13 04 20  70  8.0 10.0   2.0     7   6.2  69 1017.8  26.1  26.6  22.2   MM   MM    MM
2023 09 13 04 10  70  8.0  9.0   2.0    MM   6.2  69 1018.0  26.1  26.6  22.2   MM   MM    MM
2023 09 13 04 00  70  8.0 10.0    MM    MM    MM  MM 1017.9  26.2  26.6  22.2   MM +0.6    MM
2023 09 13 03 50  80  8.0 10.0   2.0     7   6.1  74 1017.8  26.2  26.6  21.9   MM   MM    MM
2023 09 13 03 40  80  8.0 11.0   2.0    MM   6.1  74 1017.7  26.3  26.6  21.7   MM   MM    MM
2023 09 13 03 30  80  8.0 10.0    MM    MM    MM  MM 1017.6  26.4  26.6  21.6   MM   MM    MM
2023 09 13 03 20  80  8.0 10.0   1.9     7   6.0  72 1017.4  26.3  26.6  21.6   MM   MM    MM
2023 09 13 03 10  80  7.0  9.0   1.9    MM   6.0  72 1017.6  26.3  26.6  21.7   MM   MM    MM
2023 09 13 03 00  70  7.0  9.0    MM    MM    MM  MM 1017.6  26.2  26.6  21.8   MM -0.0    MM
2023 09 13 02 50  70  7.0  8.0   2.0     7   6.5  68 1017.4  26.2  26.6  22.2   MM   MM    MM
2023 09 13 02 40  80  7.0  9.0   2.0    MM   6.5  68 1017.4  26.2  26.6  21.9   MM   MM    MM
2023 09 13 02 30  80  7.0  9.0    MM    MM    MM  MM 1017.4  26.2  26.6  22.1   MM   MM    MM
2023 09 13 02 20  80  6.0  8.0   1.9    12   6.4  86 1017.4  26.2  26.6  22.1   MM   MM    MM
2023 09 13 02 10  70  6.0  8.0   1.9    MM   6.4  86 1017.3  26.1  26.6  21.9   MM   MM    MM
2023 09 13 02 00  80  6.0  8.0    MM    MM    MM  MM 1017.2  25.9  26.6  22.0   MM -0.8    MM
2023 09 13 01 50  70  7.0  8.0   2.1     7   6.3  79 1017.3  25.9  26.6  22.6   MM   MM    MM
2023 09 13 01 40  60  6.0  8.0    MM    MM    MM  MM 1017.3  25.6  26.6  22.2   MM   MM    MM
2023 09 13 01 30  60  7.0  9.0    MM    MM    MM  MM 1017.4  25.6  26.6  22.2   MM   MM    MM
2023 09 13 01 20  60  8.0 10.0   2.0    12   6.4  86 1017.4  25.8  26.6  22.2   MM   MM    MM
2023 09 13 01 10  80  7.0 10.0   2.0    MM   6.4  86 1017.3  26.1  26.6  21.8   MM   MM    MM
2023 09 13 01 00  80  7.0  8.0    MM    MM    MM  MM 1017.3  26.1  26.6  21.9   MM -1.4    MM
2023 09 13 00 50  80  7.0  9.0   1.9     7   6.1  71 1017.4  26.0  26.6  22.1   MM   MM    MM
2023 09 13 00 40  80  7.0  8.0    MM    MM    MM  MM 1017.5  26.1  26.6  22.2   MM   MM    MM
2023 09 13 00 30  80  7.0  9.0    MM    MM    MM  MM 1017.6  26.0  26.6  22.0   MM   MM    MM
2023 09 13 00 20  MM   MM   MM   2.0    MM   6.1  70 1017.7    MM  26.6    MM   MM   MM    MM
2023 09 13 00 10  80  6.0  9.0   2.0    MM   6.1  70 1017.7  26.0  26.6  22.2   MM   MM    MM
2023 09 13 00 00  80  7.0  9.0    MM    MM    MM  MM 1017.8  26.0  26.6  21.9   MM -1.2    MM
2023 09 12 23 50  80  7.0  9.0   1.8    12   6.4  86 1017.7  26.0  26.6  21.9   MM   MM    MM
2023 09 12 23 40  80  7.0  9.0    MM    MM    MM  MM 1017.9  26.0  26.6  21.8   MM   MM    MM
2023 09 12 23 30  90  7.0  9.0    MM    MM    MM  MM 1017.9  26.1  26.6  22.1   MM   MM    MM
2023 09 12 23 20  80  7.0  9.0   2.0     7   6.3  79 1018.0  26.0  26.6  21.8   MM   MM    MM
2023 09 12 23 10  80  8.0  9.0   2.0    MM   6.3  79 1018.0  26.0  26.6  22.0   MM   MM    MM
2023 09 12 23 00  90  7.0  9.0    MM    MM    MM  MM 1018.0  25.8  26.6  22.1   MM -1.3    MM
2023 09 12 22 50  80  7.0 10.0   1.9     7   6.3  82 1018.1  26.0  26.6  22.2   MM   MM    MM
2023 09 12 22 40  80  8.0 10.0    MM    MM    MM  MM 1018.2  25.9  26.6  22.0   MM   MM    MM
2023 09 12 22 30  80  7.0  9.0    MM    MM    MM  MM 1018.4  25.9  26.6  22.2   MM   MM    MM
2023 09 12 22 20  70  8.0 10.0   1.9     7   6.1  88 1018.5  25.9  26.5  22.2   MM   MM    MM
2023 09 12 22 10  70  8.0 10.0   1.9    MM   6.1  88 1018.6  25.9  26.5  22.2   MM   MM    MM
2023 09 12 22 00  80  8.0  9.0    MM    MM    MM  MM 1018.7  25.9  26.5  22.0   MM -0.4    MM
2023 09 12 21 50  70  7.0  9.0   2.0    12   6.3  86 1018.8  25.9  26.5  21.9   MM   MM    MM
2023 09 12 21 40  70  8.0  9.0    MM    MM    MM  MM 1018.9  25.9  26.5  22.0   MM   MM    MM
2023 09 12 21 30  70  7.0  9.0    MM    MM    MM  MM 1018.9  25.9  26.5  22.0   MM   MM    MM
2023 09 12 21 20  70  7.0  8.0   2.1    13   6.3 103 1019.0  25.9  26.5  22.0   MM   MM    MM
2023 09 12 21 10  70  7.0  9.0   2.1    MM   6.3 103 1019.1  25.9  26.5  21.8   MM   MM    MM
2023 09 12 21 00  70  8.0  9.0    MM    MM    MM  MM 1019.0  25.9  26.5  21.9   MM +0.0    MM
2023 09 12 20 50  70  7.0  9.0   1.8    13   5.9  88 1019.0  25.9  26.5  21.8   MM   MM    MM
2023 09 12 20 40  70  7.0  9.0   1.8    MM   5.9  88 1019.1  26.0  26.5  22.0   MM   MM    MM
2023 09 12 20 30  70  8.0 10.0    MM    MM    MM  MM 1019.2  25.9  26.5  21.8   MM   MM    MM
2023 09 12 20 20  70  7.0  9.0   1.9     7   6.0  82 1019.1  25.9  26.5  21.7   MM   MM    MM
2023 09 12 20 10  70  7.0  9.0   1.9    MM   6.0  82 1019.2  26.0  26.5  21.8   MM   MM    MM
2023 09 12 20 00  70  7.0 10.0    MM    MM    MM  MM 1019.3  25.9  26.5  21.8   MM +1.0    MM
2023 09 12 19 50  MM   MM   MM   1.9    MM   6.1  95 1019.4    MM  26.5    MM   MM   MM    MM
2023 09 12 19 40  80  8.0  9.0   1.9    MM   6.1  95 1019.3  25.9  26.4  21.7   MM   MM    MM
2023 09 12 19 30  70  7.0  9.0    MM    MM    MM  MM 1019.2  25.9  26.4  22.2   MM   MM    MM
2023 09 12 19 20  70  7.0  9.0   1.7     7   5.5  76 1019.1  25.8  26.4  21.9   MM   MM    MM
2023 09 12 19 10  70  8.0  9.0   1.7    MM   5.5  76 1019.1  25.9  26.4  21.8   MM   MM    MM
2023 09 12 19 00  70  8.0 10.0    MM    MM    MM  MM 1019.1  25.9    MM  21.8   MM +1.4    MM
2023 09 12 18 50  70  7.0  9.0   1.9    13   6.2  81 1019.1  25.9    MM  21.8   MM   MM    MM
2023 09 12 18 40  70  8.0  9.0    MM    MM    MM  MM 1019.0  25.8  26.4  21.7   MM   MM    MM
2023 09 12 18 30  70  7.0 10.0    MM    MM    MM  MM 1019.0  25.6  26.4  22.0   MM   MM    MM
2023 09 12 18 20  60  5.0  7.0   1.9     7   6.0  86 1018.8  24.8  26.4  21.8   MM   MM    MM
2023 09 12 18 10  70  8.0 11.0   1.9    MM   6.0  86 1018.8  24.5  26.4  21.5   MM   MM    MM
2023 09 12 18 00  80  6.0 11.0    MM    MM    MM  MM 1018.8  24.6  26.4  21.9   MM +1.4    MM
2023 09 12 17 50  80  7.0 12.0   1.9    13   6.0  78 1018.9  24.6  26.4  21.5   MM   MM    MM
2023 09 12 17 40  60  7.0  9.0    MM    MM    MM  MM 1018.8  25.3  26.4  21.5   MM   MM    MM
2023 09 12 17 30  50  7.0  9.0    MM    MM    MM  MM 1018.6  25.4  26.4  22.0   MM   MM    MM
2023 09 12 17 20  60  8.0 10.0   1.9    13   6.0  73 1018.5  25.6  26.4  22.0   MM   MM    MM
2023 09 12 17 10  60  8.0 10.0   1.9    MM   6.0  73 1018.3  25.5  26.4  21.9   MM   MM    MM
2023 09 12 17 00  60  7.0  9.0    MM    MM    MM  MM 1018.3  24.9  26.4  21.9   MM +1.1    MM
2023 09 12 16 50  60  9.0 11.0   1.8    13   5.9  77 1018.2  24.9  26.4  21.7   MM   MM    MM
2023 09 12 16 40  80  6.0  9.0    MM    MM    MM  MM 1018.2  25.1  26.4  21.6   MM   MM    MM
2023 09 12 16 30  90  7.0 10.0    MM    MM    MM  MM 1018.2  24.7  26.4  21.1   MM   MM    MM
2023 09 12 16 20  70  9.0 12.0   1.9     7   6.0  79 1018.0  25.4  26.4  21.6   MM   MM    MM
2023 09 12 16 10  60  8.0 10.0   1.9    MM   6.0  79 1017.9  25.6  26.4  21.7   MM   MM    MM
2023 09 12 16 00  60  8.0 10.0    MM    MM    MM  MM 1017.7  25.6  26.4  21.7   MM -0.0    MM
2023 09 12 15 50  60  9.0 10.0   1.8    12   6.1  79 1017.7  25.6  26.4  21.5   MM   MM    MM
2023 09 12 15 40  60  8.0 10.0    MM    MM    MM  MM 1017.6  25.7  26.4  21.6   MM   MM    MM
2023 09 12 15 30  60  8.0 10.0    MM    MM    MM  MM 1017.7  25.7  26.4  21.6   MM   MM    MM
2023 09 12 15 20  70  8.0  9.0   1.8    14   6.1  74 1017.6  25.6  26.4  21.5   MM   MM    MM
2023 09 12 15 10  70  7.0 10.0   1.8    MM   6.1  74 1017.6  25.6  26.4  21.7   MM   MM    MM
2023 09 12 15 00  70  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  21.8   MM -0.7    MM
2023 09 12 14 50  70  8.0 10.0   2.1    13   6.2  79 1017.4  25.7  26.4  21.6   MM   MM    MM
2023 09 12 14 40  60  8.0 10.0    MM    MM    MM  MM 1017.3  25.6  26.4  21.4   MM   MM    MM
2023 09 12 14 30  70  8.0 10.0    MM    MM    MM  MM 1017.2  25.6  26.4  21.4   MM   MM    MM
2023 09 12 14 20  70  8.0  9.0   1.8    13   5.9  98 1017.2  25.6  26.4  21.6   MM   MM    MM
2023 09 12 14 10  70  7.0  9.0   1.8    MM   5.9  98 1017.2  25.6  26.5  21.7   MM   MM    MM
2023 09 12 14 00  80  8.0  9.0    MM    MM    MM  MM 1017.2  25.6  26.4  21.3   MM -1.5    MM
2023 09 12 13 50  70  8.0 10.0   2.0    13   6.3  89 1017.3  25.6  26.5  21.5   MM   MM    MM
2023 09 12 13 40  70  8.0  9.0    MM    MM    MM  MM 1017.4  25.6  26.5  21.4   MM   MM    MM
